Smiles,Standard Value,Standard Units,pIC50,Molecule ChEMBL ID
COc1ccc(Oc2nc3ccc(C)cc3cc2/C=N/NC(=O)Cn2c([N+](=O)[O-])cnc2C)cc1,120.0,nM,6.92,CHEMBL3235202
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(S(C)(=O)=O)CC4)cc3OC)ncc2SC)c1,7.3,nM,8.14,CHEMBL3797963
CCCCN1C(=O)CS/C1=N/Nc1nncc2ccccc12,23.0,nM,7.64,CHEMBL3921710
Cc1cc(C)cc(COC(=O)c2cc(NCc3cc(O)ccc3O)ccc2O)c1,3000.0,nM,5.52,CHEMBL169356
C=CC(=O)N(c1ccc(F)cc1F)c1ncnc2cc(OC)c(OCCCN3CCOCC3)cc12,302.0,nM,6.52,CHEMBL4579429
O=C(OC/C=C/c1ccccc1)c1cc(NCc2cc(O)ccc2O)ccc1O,2000.0,nM,5.7,CHEMBL172333
CCC(=O)Nc1cccc(Nc2cc(Nc3cccc(Br)c3)ncn2)c1,166.0,nM,6.78,CHEMBL3218347
Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1NC(=O)c1cncnc1,1920.0,nM,5.72,CHEMBL3234741
N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCCCCCNC(=O)/C(C#N)=C/c1ccc(O)c(O)c1,5000.0,nM,5.3,CHEMBL144760
COC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1C.Cl,4000.0,nM,5.4,CHEMBL3221552
C#Cc1cccc(Nc2ncnc3ccc(S(=O)(=O)n4ccc(/C=C/C(=O)Nc5ccccc5N)c4)cc23)c1,1300.0,nM,5.89,CHEMBL3218001
O=S(=O)(O)CCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,1.4,nM,8.85,CHEMBL128467
COc1cc2c(Nc3ccc(C)cc3F)ncnc2cc1OCC1CCNCC1,500.0,nM,6.3,CHEMBL428534
CCN(CC)CCNC(=O)c1c([Se][Se]c2c(C(=O)NCCN(CC)CC)c3ccccc3n2C)n(C)c2ccccc12,4700.0,nM,5.33,CHEMBL263666
C=CC(=O)Nc1cccc(-c2c(-c3ccccc3)oc3ncnc(N[C@H](C)c4ccccc4)c23)c1,500.0,nM,6.3,CHEMBL4514452
C=CC(=O)Nc1cccc(-c2c(C)oc3ncnc(N[C@H](CO)c4ccccc4)c23)c1,62.0,nM,7.21,CHEMBL4448691
C=CC(=O)Nc1cccc(-c2c(-c3ccccc3)oc3ncnc(N[C@H](C)c4ccccc4)c23)c1,117.0,nM,6.93,CHEMBL4514452
COC(=O)CC1C(S)=Nc2ccccc21,100000.0,nM,4.0,CHEMBL312001
O=C(NCCO)C1=Cc2c(ncnc2Nc2ccc(Oc3cccc4sccc34)c(Cl)c2)NCC1,36.0,nM,7.44,CHEMBL2348417
Nc1ccc2sc3c(Nc4cccc(Br)c4)ncnc3c2c1,86.0,nM,7.07,CHEMBL152905
COc1cccc(Nc2ccnc(Nc3cccc(OC)c3)n2)c1,7700.0,nM,5.11,CHEMBL1947045
O=c1c2c(-c3ccccc3)c3c(nc2nc2[nH]nc(S)n12)-c1ccccc1CC3,85600.0,nM,4.07,CHEMBL1944930
CN(C)C(=O)CN1CCC(n2cc(-c3cccc(O)c3)c3c(N)ncnc32)CC1,500.0,nM,6.3,CHEMBL169920
COc1ccc(N2CCC(N3CCCCC3)CC2)cc1Nc1nccc(-c2c(-c3cccc(C(=O)Nc4c(F)cccc4F)c3)nc3ccccn23)n1,1000.0,nM,6.0,CHEMBL3954571
Cl.O=[N+]([O-])c1ccc2c(c1)sc1c(Nc3cccc(Br)c3)ncnc12,48.0,nM,7.32,CHEMBL540590
C=CC(=O)N(c1cc(F)c(F)cc1F)c1ncnc2cc(OC)c(OCCCN3CCOCC3)cc12,500.0,nM,6.3,CHEMBL4439066
O=C(CCc1c(SSc2[nH]c3ccccc3c2CCC(=O)NCc2ccc(C(=O)O)cc2)[nH]c2ccccc12)NCc1ccc(C(=O)O)cc1,7400.0,nM,5.13,CHEMBL155293
Oc1cccc(-c2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)c1,1500.0,nM,5.82,CHEMBL331906
Nc1ccc(-c2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)cc1,800.0,nM,6.1,CHEMBL332906
N#C/C(=C\c1ccc(O)c(O)c1)C(=O)c1ccc([N+](=O)[O-])cc1,11000.0,nM,4.96,CHEMBL56879
C#Cc1cccc(Nc2ncnc3cc(OCCOC(=O)CC4=C(C)/C(=C\c5ccc([S+](C)[O-])cc5)c5ccc(F)cc54)c(OCCOC)cc23)c1,31.0,nM,7.51,CHEMBL3742059
COC(=O)CN1CCC(n2cc(-c3cccc(OC)c3)c3c(N)ncnc32)CC1,1470.0,nM,5.83,CHEMBL169065
COc1cc2c(Nc3ccc(NC(=O)c4cccc(Cl)c4)cc3)ncnc2cc1OCCCN1CCOCC1,230.0,nM,6.64,CHEMBL3759015
Nc1ccc2c(Nc3cccc(I)c3)ncnc2c1,0.35,nM,9.46,CHEMBL91980
O=C1c2cc(-c3ccc(N4CCNCC4)cc3)ccc2Nc2ccc(F)cc2N1Cc1ccccc1,930.0,nM,6.03,CHEMBL4533337
COc1cc2cc3ncc(C#N)c(Nc4ccc(F)c(Cl)c4)c3cc2cc1OC,18000.0,nM,4.75,CHEMBL132466
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCc1cn(CCCN2CCOCC2)nn1,12.0,nM,7.92,CHEMBL4521506
c1ccc2ncncc2c1,27.0,nM,7.57,CHEMBL301359
O=[N+]([O-])c1cccc(Nc2nccc(-c3cccnc3)n2)c1,100000.0,nM,4.0,CHEMBL56081
C[C@@H](Nc1[nH]cnc2c3ccccc3nc1-2)c1ccccc1,419.0,nM,6.38,CHEMBL102651
C=CC(=O)N1C[C@H](COC)[C@@H](COc2nc(Nc3cnn(C)c3)nc3[nH]cc(Cl)c23)C1,9100.0,nM,5.04,CHEMBL3786523
C#CCCn1cc(Nc2nc(OC[C@H]3CN(C(=O)C=C)C[C@@H]3OC)c3c(Cl)c[nH]c3n2)cn1,4200.0,nM,5.38,CHEMBL3786812
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)ncc2SC)c1,87.5,nM,7.06,CHEMBL3798501
COc1ccc2cncnc2c1,10.0,nM,8.0,CHEMBL300491
COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(COc3no[n+]([O-])c3S(=O)(=O)c3ccccc3)c2)n1,150.0,nM,6.82,CHEMBL2408828
COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(COc3no[n+]([O-])c3S(=O)(=O)c3ccccc3)c2)n1,130.0,nM,6.89,CHEMBL2408828
CCOC(=O)Nc1cc(Nc2ncnc3cc(OC)c(OC)cc23)ccc1Cl.Cl,900.0,nM,6.05,CHEMBL3221561
C=CC(=O)Nc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,14.0,nM,7.85,CHEMBL443523
COc1ccc2ncnc(NCc3ccccc3)c2c1,200.0,nM,6.7,CHEMBL332938
CCOC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,64.0,nM,7.19,CHEMBL344486
C=CC(=O)Nc1ccc2ncnc(Nc3cccc(C)c3)c2c1,0.42,nM,9.38,CHEMBL31815
COC(=O)Cn1cc(-c2cccc(Cl)c2)c(=O)c2c(O)cc(OC)cc21,64.0,nM,7.19,CHEMBL7866
CCOc1cc2ncnc(Nc3cccc(-c4cncnc4)c3)c2cc1OCC,1100.0,nM,5.96,CHEMBL126974
CN(c1ccccc1)c1ncnc2ccccc12,100000.0,nM,4.0,CHEMBL324371
NS(=O)(=O)c1ccc(CCNC(=S)Nc2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)cc1,66.7,nM,7.18,CHEMBL4848093
Cn1c(SSc2c(C(=O)Nc3ccc(C(=O)O)cc3)c3ccccc3n2C)c(C(=O)Nc2ccc(C(=O)O)cc2)c2ccccc21,16900.0,nM,4.77,CHEMBL347161
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCN1CCCC1,87.0,nM,7.06,CHEMBL57758
CC(C)n1c(Nc2ccc(F)c(Cl)c2)nc2cnc(Nc3ccc(C(=O)NN4CCN(C)CC4)cc3)nc21,2.0,nM,8.7,CHEMBL3674148
C=CC(=O)Nc1cccc(-n2c(=O)cc(-c3ccccc3)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,21.0,nM,7.68,CHEMBL3753305
C=CC(=O)Nc1cccc(-n2c(=O)cc(C)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OCCC)nc32)c1,270.0,nM,6.57,CHEMBL3754213
CC1=CCC[C@H]2[C@](C)(CC3=C(O)C(=O)C=C(N[C@@H](CO)C(=O)O)C3=O)[C@@H](C)CC[C@]12C,125.0,ug.mL-1,6.903089986991944,CHEMBL2315700
CCOc1cc2ncnc(Nc3ccc(C)cc3)c2c2c1OCCO2,3.6,nM,8.44,CHEMBL3805859
C=CC(=O)N1C[C@H](COc2nc(Nc3cnn(C)c3)nc3[nH]ccc23)[C@@H](C(F)(F)F)C1,47.0,nM,7.33,CHEMBL3785393
C=CC(=O)Nc1ccc2c(Nc3cc[nH]n3)nc(-c3ccccc3)nc2c1,1900.0,nM,5.72,CHEMBL1232944
C=CC(=O)Nc1cc(Nc2nccc(-c3cnn4ccccc34)n2)c(OC)cc1N1CCN(C)CC1,71.0,nM,7.15,CHEMBL2424676
C=CC(=O)Nc1cccc(Oc2nc(Nc3n[nH]c4ccccc34)cc(N3CCN(C(C)=O)CC3)n2)c1,600.0,nM,6.22,CHEMBL3604941
Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Oc3ccccc3[N+](=O)[O-])n2)n[nH]1,1600.0,nM,5.8,CHEMBL3604926
C=CC(=O)Nc1cccc(Oc2nc(Nc3n[nH]c4ccccc34)cc(N3CCN(C)CC3)n2)c1,1700.0,nM,5.77,CHEMBL3604937
NC(=S)N1N=C(c2ccc(Br)cc2)CC1c1ccc2ccccc2c1,350.0,nM,6.46,CHEMBL2324871
Cc1ccc(C2=NN(C(N)=S)C(c3cccc4ccccc34)C2)cc1,2060.0,nM,5.69,CHEMBL2325107
CCOC(=O)C1=C(N)N(c2cccnc2)C2=C(C(=O)CCC2)C1c1c(C)nn(-c2ccc(C)cc2)c1Cl,910.0,nM,6.04,CHEMBL3237945
C=CC(=O)Nc1cccc(N2C(=O)CN(Cc3ccccc3)C(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,84.25,nM,7.07,CHEMBL3219348
C=CC(=O)Nc1cccc(N2C(=O)C3CCCCN3C(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,2.74,nM,8.56,CHEMBL3219127
N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCC1CCCC(CNC(=O)/C(C#N)=C/c2ccc(O)c(O)c2)C1,1800.0,nM,5.75,CHEMBL357161
Nc1ncnc2c1c(-c1cccc(O)c1)cn2C1CCN(CCO)CC1,2540.0,nM,5.59,CHEMBL169780
CCO.CNc1ccc2sc3c(Nc4cccc(Br)c4)ncnc3c2c1,1.1,nM,8.96,CHEMBL358934
Br.Cc1cccc(C(C)Nc2ncnc3[nH]c(-c4ccc(O)cc4)cc23)c1,95.0,nM,7.02,CHEMBL1914661
Br.Oc1ccc(-c2cc3c(NCc4ccc(F)cc4)ncnc3[nH]2)cc1,26.0,nM,7.58,CHEMBL1914662
O=C(O)C1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)CC1,220.0,nM,6.66,CHEMBL234772
OC1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)CC1,68.0,nM,7.17,CHEMBL401443
NC1CCN(Cc2ccn3ncnc(Nc4ccc(OCc5cnccn5)c(Cl)c4)c23)CC1,32.0,nM,7.5,CHEMBL248321
Cc1ncc([N+](=O)[O-])n1CC(=O)NS(=O)(=O)c1ccc(Br)cc1,2170.0,nM,5.66,CHEMBL1828864
O=C(Cc1ccc(F)cc1)NS(=O)(=O)c1ccc(Cl)cc1,5930.0,nM,5.23,CHEMBL1828868
COc1ccc(C2=NN(c3nc(-c4ccccc4)cs3)C(c3ccc(C)cc3)C2)cc1,7480.0,nM,5.13,CHEMBL1821893
CS(=O)(=O)CCNCc1nc(-c2ccc3ncnc(Nc4ccc(OCc5ccccc5)c(Cl)c4)c3c2)cs1,7.943,nM,8.1,CHEMBL515082
C/C=C/C(=O)Cc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,0.5495,nM,9.26,CHEMBL491085
O=C(/C=C/C(F)(F)F)Cc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,1.738,nM,8.76,CHEMBL507827
COC(=O)CCCC(=O)Nc1cccc(C#Cc2cncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1,31.0,nM,7.51,CHEMBL206782
CN(CCO)c1cc2ncnc(Nc3cccc(Br)c3)c2cn1,2.57,nM,8.59,CHEMBL341319
CCOc1cc2ncnc(Nc3ccc(F)cc3)c2cc1OCC.Cl,16.0,nM,7.8,CHEMBL1203940
COC(=O)C1=Cc2c(ncnc2Nc2ccc(Oc3cccc(C(F)(F)F)c3)c(Cl)c2)NCC1,110.0,nM,6.96,CHEMBL2348419
CN(C)C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,11.0,nM,7.96,CHEMBL94061
COC[C@@H](C)Oc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,0.94,nM,9.03,CHEMBL4577883
C#CC(=O)N1CCC(c2cnn3c(C(N)=O)c(-c4ccc(Oc5ccc(OC)cc5)cc4)[nH]c23)CC1,50.8,nM,7.29,CHEMBL4856592
COCCOc1cc2ncnc(Nc3c(Cl)ccc4c3OCO4)c2cc1NC(=O)[C@@H]1CCCN1,7130.0,nM,5.15,CHEMBL523122
C=CC(=O)Nc1cc(Nc2nccc(-c3cnn4ccccc34)n2)c(OC)cc1N1CCN(C)CC1,19000.0,nM,4.72,CHEMBL2424676
CCc1c(CO)cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c12,490.0,nM,6.31,CHEMBL373025
CCNCc1cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2c1CC,7400.0,nM,5.13,CHEMBL369967
C/C=C/C(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,1620317.04,nM,2.7904000007344036,CHEMBL326811
COc1cc(NC(=O)/C=C/CN(C)C)cc2c(Nc3cccc(Br)c3)c(C#N)cnc12,2880049.82,nM,2.5405999996143978,CHEMBL116857
Fc1ccc(Nc2ncnc3ccc(C#CCN4CCCCC4)cc23)cc1Cl,88.7,nM,7.05,CHEMBL251700
N#Cc1cnc2ccc(-c3cccc(CN4CCOCC4)c3)cc2c1N[C@@H]1C[C@H]1c1ccccc1,5260.0,nM,5.28,CHEMBL245799
COc1cc2c(N[C@@H]3C[C@H]3c3ccccc3)c(C#N)cnc2cc1OC1CCN(C)CC1,360.0,nM,6.44,CHEMBL245798
COc1ccccc1-c1cc2c(NCc3cccs3)ncnc2s1,170.0,nM,6.77,CHEMBL3416622
COc1cc2c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncnc2cc1OCCCCCn1ccnc1[N+](=O)[O-],16.6,nM,7.78,CHEMBL3360614
COc1cc2c(Nc3cccc(Br)c3)ncnc2cc1OCCCCCn1ccnc1[N+](=O)[O-],0.33,nM,9.48,CHEMBL3360619
COc1ccc(CNc2cc3c(Nc4cccc(Br)c4)ncnc3cn2)cc1,2.344,nM,8.63,CHEMBL53299
COc1ccc2ncnc(Nc3ccccc3)c2c1.Cl,120.23,nM,6.92,CHEMBL539102
O=C(CCN1Cc2cc3c(Nc4cccc(Br)c4)ncnc3cc21)N1CCOCC1,3.715,nM,8.43,CHEMBL489313
CC(C(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21)S(C)(=O)=O,18.0,nM,7.75,CHEMBL2148048
CC(C)(C(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21)S(C)(=O)=O,47.0,nM,7.33,CHEMBL2148049
OCC(O)Cn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,316.23,nM,6.5,CHEMBL37543
COc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1OC,537.03,nM,6.27,CHEMBL109372
COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)/C(C#N)=C/c3ccncc3)c2)n1,37.0,nM,7.43,CHEMBL3425661
COc1cc2ncc(C#N)c(Nc3ccccc3Br)c2cc1OC,4168.69,nM,5.38,CHEMBL109575
CCCN(c1ccc(OC)cc1)c1ncnc2occ(C)c12,7.1,nM,8.15,CHEMBL4237916
CC1=CCC[C@](C)(CC/C(C)=C/CC2=C(O)C(=O)C=C(N[C@H](C(=O)O)C(C)C)C2=O)[C@@H]1C,130.0,ug.mL-1,6.886056647693163,CHEMBL2315697
CC1=CCC[C@](C)(CC/C(C)=C/CC2=C(O)C(=O)C=C(N[C@@H](C(=O)O)[C@@H](C)O)C2=O)[C@@H]1C,120.0,ug.mL-1,6.920818753952375,CHEMBL2315410
O=C(Cn1c(-c2ccccc2)cc(=O)n2ncnc12)NNC(=S)Nc1ccccc1,6800.0,nM,5.17,CHEMBL2029692
NC(=S)N1N=C(c2ccccc2)CC1c1cccc2ccccc12,2230.0,nM,5.65,CHEMBL2325102
NC(=S)N1N=C(c2ccc(F)cc2)CC1c1cccc2ccccc12,8250.0,nM,5.08,CHEMBL2325103
COc1ccc(NC(=O)/C=C/CN(C)C)cc1Nc1ncc(Cl)c(-c2cnn3ccccc23)n1,400.0,nM,6.4,CHEMBL2426288
COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC.Cl,211.0,nM,6.68,CHEMBL1204168
Cc1ccn2ncnc(Nc3ccc(F)c(Cl)c3)c12,100.0,nM,7.0,CHEMBL188304
NCCOCc1ccn2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c12,90.0,nM,7.05,CHEMBL394333
NC(=O)COCc1ccn2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c12,140.0,nM,6.85,CHEMBL246694
Fc1cccc(COc2ccc(Nc3ncnn4ccc(COC[C@@H]5CNCCO5)c34)cc2Cl)c1,570.0,nM,6.24,CHEMBL246493
C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCNC(=O)CCN(C)C,9.0,nM,8.05,CHEMBL3671533
c1ccc(-c2c(-c3ccc(OCCN4CCCC4)cc3)oc3ncnc(NCCN4CCNCC4)c23)cc1,397.0,nM,6.4,CHEMBL247468
C=CC(=O)N1CCCCCCn2cc(c3ccccc32)-c2ccnc(n2)Nc2cccc1c2,39.6,nM,7.4,CHEMBL5287438
COc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCCCn1ccnc1[N+](=O)[O-],0.52,nM,9.28,CHEMBL3360604
CO[C@@H]1CCN(c2nccc(Nc3cc4c(C(C)C)ccc(N5C[C@H](CS(C)(=O)=O)[C@H]5C)c4cn3)n2)C[C@@H]1F,1.1,nM,8.96,CHEMBL5095169
N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCCc1ccccc1,700.0,nM,6.16,CHEMBL53898
O=C(/C=C/c1ccccc1)Nc1ccc(Cl)cc1Cl,16170.0,nM,4.79,CHEMBL2283255
Cc1oc2cc(O)cc(O)c2c(=O)c1-c1ccc(O)cc1,2.0,ug.mL-1,8.698970004336019,CHEMBL521472
NC(=O)C1=C(N)C(=O)C=C(Nc2ccccc2O)C1=O,2600.0,nM,5.58,CHEMBL2332119
C#Cc1cccc(Nc2ncnc3cc4c(cc23)N(C(=O)/C=C/CN(C)C)CCO4)c1,46.0,nM,7.34,CHEMBL3114690
C=CC(=O)Nc1cccc(N2C(=O)N(C)Cc3cnc(Nc4ccccc4)nc32)c1,12.1,nM,7.92,CHEMBL2029426
CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,3.5,nM,8.46,CHEMBL1173655
C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cn4c5c(cccc35)CCC4)n2)c(OC)cc1N(C)CCN(C)C,71.0,nM,7.15,CHEMBL5266482
C=CC(=O)Nc1cc(Nc2ncc(-c3cnn(C(C)C)c3)c(-c3cn4c5c(cccc35)CCC4)n2)c(OC)cc1N(C)CCN(C)C,15.0,nM,7.82,CHEMBL5284387
C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,20.0,nM,7.7,CHEMBL5284486
COc1cc(Nc2ncnc3cc(-c4ccc(I)cc4)sc23)cc(OC)c1OC,10.0,nM,8.0,CHEMBL4473768
C=CC(=O)Nc1cccc(N2C(=O)N(C)Cc3cnc(Nc4ccc(N(C)C)cc4OC)nc32)c1,6.22,nM,8.21,CHEMBL2032377
Fc1cccc(Cn2ncc3cc(Nc4ncnn5ccc(CN6CCCNCC6)c45)ccc32)c1,33.0,nM,7.48,CHEMBL392273
CN(CCO)Cc1ccn2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c12,110.0,nM,6.96,CHEMBL391521
O[C@H]1CNCCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)C1,26.0,nM,7.58,CHEMBL233325
C=CC(=O)Nc1cccc(N2C(=O)N(C)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4)nc32)c1,0.43,nM,9.37,CHEMBL2029428
CN(C)c1nc(N/N=C/c2cc(Br)c(O)c(Br)c2O)nc(Nc2ccc(F)cc2)n1,6500.0,nM,5.19,CHEMBL1946843
Cn1c(C[N+](C)(C)C/C=C/C(=O)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)ccc1[N+](=O)[O-].[Br-],0.22,nM,9.66,CHEMBL4540138
C#CCCCCCOc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC,32.7,nM,7.49,CHEMBL590558
COCCOc1cc2ncnc(NC3=CC(=O)C(OCc4cccc(OC)c4)=CC3=O)c2cc1OC,7710.0,nM,5.11,CHEMBL242349
COc1cc2ncnc(Nc3cccc(C(=O)NC45CC6CC(CC(C6)C4)C5)c3)c2cc1OCCCN1CCOCC1,1.12,nM,8.95,CHEMBL3765263
CCC(=O)N1CCC[C@@H](n2c(=O)c(-c3ccccc3Br)c(C)c3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)C1,498.1,nM,6.3,CHEMBL4529308
O=C1COc2cc3ncnc(Nc4ccc(F)c(Cl)c4)c3cc2N1CCCN1CCOCC1,336.0,nM,6.47,CHEMBL3775664
O=C1COc2cc3ncnc(Nc4cccc(F)c4)c3cc2N1CCCN1CCCCC1,460.0,nM,6.34,CHEMBL3774808
Cc1ccc(Nc2ncnc3cc4c(cc23)N(CCCN2CCOCC2)C(=O)CO4)cc1Cl,162.7,nM,6.79,CHEMBL3774578
Nc1ncnc(Nc2ccc(OCc3ccccc3)c(Cl)c2)c1C=O,76.0,nM,7.12,CHEMBL461311
O=C(/C=C/CN1CCC2(CC1)OCCO2)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,2.0,nM,8.7,CHEMBL3233795
CN(C)CCN(C)CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,4286.0,nM,5.37,CHEMBL3233762
O=C(/C=C/CN1CCCCC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,9.0,nM,8.05,CHEMBL3233784
COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,1.0,nM,9.0,CHEMBL3545311
CCN(CC)CCN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,354.0,nM,6.45,CHEMBL3233780
COc1ccccc1Cc1nc2ccc(-c3nn([C@H]4CC[C@H](N5CCN(C(C)=O)CC5)CC4)c4ncnc(N)c34)cc2[nH]1,130.0,nM,6.89,CHEMBL452717
CCCOC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1.Cl,7050.0,nM,5.15,CHEMBL3221550
COc1ccc2c(c1)Oc1ncnc(Nc3ccc(F)c(Cl)c3)c1NC2,1000.0,nM,6.0,CHEMBL206347
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1NC(=O)CCCCC1CCSS1,730.0,nM,6.14,CHEMBL4547475
CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)CCCCC1CCSS1,420.0,nM,6.38,CHEMBL4463005
Nc1cccc(-c2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)c1,800.0,nM,6.1,CHEMBL332882
COCC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,9.0,nM,8.05,CHEMBL91009
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(CC(=O)OCC#CCOc5no[n+]([O-])c5S(=O)(=O)c5ccccc5)CC4)cc3OC)ncc2Cl)c1,52.0,nM,7.28,CHEMBL2381509
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(CC(=O)NCCOc5no[n+]([O-])c5S(=O)(=O)c5ccccc5)CC4)cc3OC)ncc2Cl)c1,63.0,nM,7.2,CHEMBL2381514
C=CC(=O)Nc1cccc(-n2c(=O)n(C)c(=O)c3cnc(Nc4ccc(N5CCOCC5)cc4OC)nc32)c1,341.0,nM,6.47,CHEMBL4126654
Nc1cc2ncnc(Nc3ccc(C(F)(F)F)cc3)c2cn1,4700.0,nM,5.33,CHEMBL339684
C#Cc1cccc(Nc2ncnc3nc(Nc4ccc(CN5CCOCC5)cc4)sc23)c1,43.0,nM,7.37,CHEMBL470391
CC(CCOC(=O)c1cc(NCc2cc(O)ccc2O)ccc1O)c1ccccc1,400.0,nM,6.4,CHEMBL354128
CCC(=O)N1CCC[C@@H](n2c(=O)c(-c3ccccc3Cl)c(C)c3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)C1,65.1,nM,7.19,CHEMBL4446258
CCC(=O)N1CCC[C@@H](n2c(=O)c(-c3cccc(F)c3Cl)c(C)c3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)C1,27.5,nM,7.56,CHEMBL4474196
COc1cc2ncnc(N(C)c3ccc(C)cc3)c2cc1OC.Cl,4000.0,nM,5.4,CHEMBL545538
NC(=O)c1c(-c2ccc(Oc3ccc(F)cc3F)cc2)nn([C@@H]2CCCN(C(=O)/C=C/CO)C2)c1N,2910.0,nM,5.54,CHEMBL4440096
COc1ccc(-n2cc(NC(=O)c3cccc(NS(=O)(=O)c4ccc(Cl)cc4)c3)cn2)cc1,15330.0,nM,4.81,CHEMBL4471464
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1c(-c2c(Cl)cccc2Cl)noc1C,50.0,nM,7.3,CHEMBL3893128
